id,cleaning_fee,price,bedrooms,beds,bathrooms,personCapacity,reviewsCount,isSuperhost,avgRating,lat,lng
40063732,11,17,2.0,2.0,2.0,4,2,False,,4.65066,-74.16864
19119670,8,19,0.0,1.0,1.0,2,17,False,4.65,4.6312,-74.09576
41061600,12,19,1.0,3.0,1.0,4,8,True,4.75,4.64074,-74.06413
32469971,7,18,1.0,1.0,1.0,2,18,False,4.56,4.64214,-74.07138
39925584,5,17,1.0,2.0,1.0,3,6,False,5.0,4.63288,-74.08706
17135636,7,17,1.0,1.0,1.0,3,136,True,4.78,4.67383,-74.1396
38822300,8,17,1.0,3.0,1.0,3,8,False,5.0,4.66163,-74.06465
44477790,8,18,1.0,3.0,1.0,6,0,False,,4.64118,-74.0698
39575834,8,19,1.0,2.0,1.0,4,9,False,4.56,4.67982,-74.06878
7341621,0,17,1.0,1.0,1.0,2,5,False,4.8,4.64873,-74.05912
10057878,11,19,2.0,2.0,2.0,5,4,False,4.5,4.64378,-74.06735
42929911,9,18,1.0,1.0,1.0,2,3,False,4.0,4.70289,-74.09495
37946551,15,18,1.0,1.0,1.0,2,2,True,,4.6441,-74.05792
44150629,0,17,3.0,3.0,2.0,4,0,False,,4.66373,-74.12774
40057231,8,19,2.0,2.0,2.0,4,4,False,5.0,4.67837,-74.1082
33531873,5,18,1.0,3.0,1.0,4,109,True,4.83,4.67198,-74.11006
43382090,5,18,1.0,1.0,1.0,2,1,False,,4.65093,-74.09501
37109886,0,17,2.0,2.0,2.0,4,4,False,4.67,4.71175,-74.035
29749864,8,19,1.0,1.0,1.0,4,8,False,4.5,4.64209,-74.06976
20639913,0,19,1.0,1.0,1.0,2,42,False,4.38,4.67024,-74.07114
44477790,8,18,1.0,3.0,1.0,6,0,False,,4.64118,-74.0698
43327589,8,18,1.0,1.0,1.0,5,0,False,,4.66088,-74.0658
29403865,8,18,1.0,1.0,1.0,3,16,False,4.38,4.6425,-74.06936
9405775,9,19,2.0,2.0,1.0,5,37,False,4.72,4.70251,-74.09719
43125188,8,18,1.0,1.0,1.0,4,1,False,,4.66187,-74.06632
22849492,10,18,1.0,2.0,1.5,2,18,True,4.94,4.60455,-74.06916
37946551,15,18,1.0,1.0,1.0,2,2,True,,4.6441,-74.05792
39584934,5,19,1.0,1.0,1.0,2,6,False,4.5,4.63196,-74.08857
44446516,8,17,1.0,3.0,1.0,5,0,False,,4.62757,-74.06996
41061600,12,19,1.0,3.0,1.0,4,8,True,4.75,4.64074,-74.06413
40063732,11,17,2.0,2.0,2.0,4,2,False,,4.65066,-74.16864
30428535,0,17,2.0,2.0,1.0,4,7,False,5.0,4.70667,-74.12444
40588220,9,19,1.0,1.0,1.0,2,2,False,,4.59879,-74.10663
36148856,0,17,1.0,2.0,1.0,3,4,False,4.25,4.66856,-74.1077
44358821,8,18,1.0,2.0,1.0,4,0,False,,4.62589,-74.06994
39752921,14,17,1.0,1.0,1.0,2,7,True,4.86,4.6165,-74.0668
43401977,8,17,1.0,2.0,1.0,6,1,False,,4.61825,-74.07213
30877622,8,19,1.0,1.0,1.0,4,15,False,4.33,4.6415,-74.07169
4276399,10,18,2.0,3.0,1.5,3,0,False,,4.71121,-74.0583
22279684,13,17,1.0,1.0,1.0,2,1,False,,4.6257,-74.06576
43125188,8,18,1.0,1.0,1.0,4,1,False,,4.66187,-74.06632
39004838,0,19,0.0,1.0,1.5,4,3,True,4.33,4.70253,-74.06004
10057878,11,19,2.0,2.0,2.0,5,4,False,4.5,4.64378,-74.06735
41155812,0,19,2.0,3.0,1.0,4,5,False,4.6,4.5889,-74.15325
43896980,0,17,4.0,1.0,2.0,5,1,False,,4.5763,-74.10094
42105847,8,18,1.0,1.0,1.0,4,7,False,4.57,4.61626,-74.07275
42979574,0,18,1.0,4.0,1.0,4,0,False,,4.59384,-74.07415
31171817,0,17,1.0,1.0,1.0,2,75,True,4.77,4.67769,-74.13353
31707857,0,19,1.0,1.0,1.0,1,2,False,,4.72724,-74.02683
38489727,8,19,1.0,1.0,1.0,2,4,True,5.0,4.65104,-74.07156
39845272,0,19,2.0,2.0,1.0,4,4,False,4.5,4.707,-74.12433
44356314,8,17,1.0,2.0,1.0,4,0,False,,4.62736,-74.07192
41681736,0,19,1.0,2.0,1.0,3,2,False,,4.59726,-74.12951
30970795,8,18,1.0,1.0,1.0,2,27,False,4.42,4.64237,-74.06974
43401977,8,17,1.0,2.0,1.0,6,1,False,,4.61825,-74.07213
40063732,11,17,2.0,2.0,2.0,4,2,False,,4.65066,-74.16864
42687259,5,17,1.0,0.0,1.0,2,0,False,,4.66667,-74.06111
41381445,17,18,2.0,3.0,1.5,4,1,False,,4.5935,-74.07363
29071342,11,19,1.0,2.0,1.0,6,12,False,4.33,4.64132,-74.06969
43896980,0,17,4.0,1.0,2.0,5,1,False,,4.5763,-74.10094
38489727,8,19,1.0,1.0,1.0,2,4,True,5.0,4.65104,-74.07156
22279684,13,17,1.0,1.0,1.0,2,1,False,,4.6257,-74.06576
44356314,8,17,1.0,2.0,1.0,4,0,False,,4.62736,-74.07192
29447850,8,19,1.0,1.0,1.0,2,6,False,4.0,4.64192,-74.07011
30805949,14,18,1.0,1.0,1.0,2,9,False,4.44,4.6408,-74.07158
31707857,0,19,1.0,1.0,1.0,1,2,False,,4.72724,-74.02683
34484795,11,19,1.0,1.0,1.0,2,9,False,3.89,4.6522,-74.0722
42105847,8,18,1.0,1.0,1.0,4,7,False,4.57,4.61626,-74.07275
30980159,8,19,1.0,1.0,1.0,2,21,False,4.48,4.64198,-74.07001
17326478,5,18,1.0,1.0,1.0,2,194,False,4.68,4.64131,-74.07356
41681736,0,19,1.0,2.0,1.0,3,2,False,,4.59726,-74.12951
44377532,8,18,1.0,2.0,1.0,4,0,False,,4.62534,-74.07141
31171817,0,17,1.0,1.0,1.0,2,75,True,4.77,4.67769,-74.13353
35613274,7,19,1.0,1.0,1.0,2,3,False,5.0,4.62378,-74.07228
31984463,8,18,1.0,1.0,1.0,2,15,False,4.47,4.64059,-74.07173
29188588,8,18,1.0,1.0,1.0,2,17,False,4.59,4.64142,-74.07112
12418123,11,17,1.0,1.0,1.0,2,16,False,4.38,4.6038,-74.06817
451027,13,19,1.0,1.0,1.0,1,5,False,4.25,4.62049,-74.11826
29071342,11,19,1.0,2.0,1.0,6,12,False,4.33,4.64132,-74.06969
44359286,8,18,1.0,2.0,1.0,4,0,False,,4.63363,-74.06436
40637913,0,19,0.0,1.0,1.0,2,0,True,,4.70277,-74.05919
9077532,17,19,1.0,1.0,1.0,2,83,False,4.79,4.61359,-74.066
39112673,19,19,1.0,2.0,1.0,3,7,False,4.57,4.61363,-74.06656
30878174,8,19,1.0,1.0,1.0,4,18,False,4.56,4.64109,-74.07017
39964207,16,17,3.0,6.0,1.0,4,4,True,5.0,4.71734,-74.11155
29404224,15,18,1.0,2.0,1.0,6,17,False,4.18,4.64204,-74.06927
31943665,0,19,0.0,1.0,1.0,1,21,False,4.24,4.64503,-74.06312
32758334,7,19,1.0,1.0,1.0,2,14,False,4.57,4.63991,-74.07453
12418123,11,17,1.0,1.0,1.0,2,16,False,4.38,4.6038,-74.06817
42542691,0,19,2.0,2.0,1.0,4,1,False,,4.61576,-74.11193
29187969,8,18,1.0,1.0,1.0,2,12,False,4.27,4.64237,-74.07104
29738817,8,18,1.0,1.0,1.0,4,5,False,4.6,4.6411,-74.07007
34484795,11,19,1.0,1.0,1.0,2,9,False,3.89,4.6522,-74.0722
44378473,8,18,1.0,3.0,1.0,5,0,False,,4.62596,-74.07202
1913241,20,19,1.0,2.0,1.0,3,89,False,4.41,4.6454,-74.06343
43343564,8,19,1.0,2.0,1.0,5,0,False,,4.66244,-74.06584
37567644,0,19,2.0,3.0,1.0,4,7,True,5.0,4.59328,-74.13364
15565141,17,17,1.0,0.0,1.0,2,16,True,4.69,4.59324,-74.07053
29738817,8,18,1.0,1.0,1.0,4,5,False,4.6,4.6411,-74.07007
29447850,8,19,1.0,1.0,1.0,2,6,False,4.0,4.64192,-74.07011
10084304,15,18,0.0,2.0,1.0,4,27,False,4.77,4.6259,-74.10475
9077532,17,19,1.0,1.0,1.0,2,83,False,4.79,4.61359,-74.066
18407161,10,19,2.0,2.0,2.0,4,0,False,,4.64808,-74.15366
29403157,8,18,1.0,1.0,1.0,2,10,False,3.9,4.64222,-74.07053
29190762,8,19,1.0,1.0,1.0,2,11,False,4.09,4.64103,-74.07001
34145527,0,19,1.0,1.0,1.0,2,0,False,,4.64494,-74.06386
35680371,0,18,2.0,2.0,1.0,4,5,False,4.2,4.61656,-74.11243
44354843,8,18,1.0,2.0,1.0,4,0,False,,4.6258,-74.07056
44277687,11,19,3.0,5.0,1.0,6,0,False,,4.6492,-74.15788
37567644,0,19,2.0,3.0,1.0,4,7,True,5.0,4.59328,-74.13364
38753975,13,19,3.0,4.0,2.0,4,1,False,,4.7248,-74.03451
1913241,20,19,1.0,2.0,1.0,3,89,False,4.41,4.6454,-74.06343
30591781,0,19,1.0,1.0,1.0,1,8,False,4.75,4.69548,-74.06369
29100437,11,19,1.0,1.0,1.0,4,11,False,4.45,4.64225,-74.07184
39112673,19,19,1.0,2.0,1.0,3,7,False,4.57,4.61363,-74.06656
43985963,8,17,1.0,1.0,1.0,4,0,False,,4.62562,-74.07144
32758334,7,19,1.0,1.0,1.0,2,14,False,4.57,4.63991,-74.07453
4821656,0,17,1.0,1.0,1.0,1,3,True,5.0,4.62782,-74.06685
38578671,15,17,1.0,1.0,1.0,3,3,False,4.67,4.67233,-74.13915
43053478,8,19,1.0,0.0,1.5,7,0,False,,4.61614,-74.0733
43985963,8,17,1.0,1.0,1.0,4,0,False,,4.62562,-74.07144
34145084,0,19,1.0,1.0,1.0,2,0,False,,4.64396,-74.06231
29484215,16,19,1.0,1.0,1.0,3,1,False,,4.70064,-74.04506
44277687,11,19,3.0,5.0,1.0,6,0,False,,4.6492,-74.15788
41576751,0,18,0.0,2.0,1.0,2,0,False,,4.57627,-74.10605
35183884,0,19,2.0,1.0,1.0,2,0,False,,4.62322,-74.18506
38455270,0,19,1.0,3.0,1.0,2,2,False,,4.7038,-74.05741
28803545,12,19,1.0,1.0,1.0,2,14,False,4.85,4.64722,-74.06129
26689613,8,19,1.0,1.0,1.0,2,33,True,4.79,4.73098,-74.0241
2407184,8,17,1.0,3.0,1.0,4,8,False,4.38,4.66941,-74.10037
38214112,0,18,1.0,1.0,1.0,2,6,False,4.8,4.63721,-74.072
18407161,10,19,2.0,2.0,2.0,4,0,False,,4.64808,-74.15366
42426708,8,19,0.0,1.0,1.0,2,1,False,,4.7173,-74.04193
23415670,28,19,2.0,2.0,2.0,5,0,False,,4.65386,-74.14903
44195178,0,19,1.0,1.0,1.0,2,0,False,,4.75416,-74.08958
36524404,15,18,1.0,3.0,1.0,3,0,False,,4.75702,-74.10283
24561685,7,17,1.0,1.0,1.5,2,36,False,4.67,4.59373,-74.07156
20333042,25,18,1.0,1.0,1.0,1,8,False,4.5,4.64039,-74.0613
41493493,0,17,2.0,2.0,1.5,3,0,False,,4.71229,-74.10535
16845875,11,17,1.0,1.0,1.0,2,0,False,,4.64347,-74.06415
36627938,0,17,1.0,0.0,1.5,1,0,False,,4.74145,-74.05811
28833411,13,19,2.0,2.0,1.0,3,1,False,,4.71925,-74.11882
14167778,13,18,3.0,3.0,2.0,4,23,False,4.65,4.75323,-74.08211
41263802,0,19,2.0,2.0,1.0,4,0,False,,4.71656,-74.14165
28252317,0,19,2.0,2.0,1.0,3,2,False,,4.69688,-74.07511
39703920,0,19,1.0,0.0,1.0,2,0,False,,4.7506,-74.0608
42896184,0,19,1.0,1.0,1.0,2,0,False,,4.628,-74.06805
29997004,7,18,1.0,1.0,1.0,2,7,False,4.57,4.59324,-74.07056
30226145,12,17,1.0,2.0,1.0,3,6,False,4.67,4.72687,-74.05308
39587709,0,19,0.0,1.0,1.0,2,0,False,,4.63032,-74.07541
4644621,10,17,7.0,10.0,8.0,16,2,False,,4.65615,-74.20093
38671277,0,19,1.0,0.0,1.0,3,0,False,,4.6438,-74.06957
40554693,0,17,0.0,1.0,1.0,1,2,False,,4.62531,-74.0701
10987191,0,19,1.0,1.0,1.0,1,0,False,,4.71492,-74.07076
38907430,0,19,1.0,0.0,1.5,2,1,False,,4.71451,-74.07141
33784718,0,17,1.0,1.0,1.0,2,0,False,,4.49258,-74.11809
28785675,0,19,2.0,2.0,1.0,4,0,False,,4.56515,-74.10297
41462099,0,19,1.0,,1.0,2,0,False,,4.70929,-74.10248
38353602,0,18,3.0,4.0,2.0,5,0,False,,4.59559,-74.10231
39083097,0,19,0.0,1.0,1.0,5,0,False,,4.52845,-74.11846
31140781,0,19,1.0,2.0,1.0,2,0,False,,4.62739,-74.11965
34787815,0,19,2.0,2.0,1.0,3,0,False,,4.57399,-74.14819
23962948,0,18,3.0,3.0,1.0,3,0,False,,4.59643,-74.22288
38729203,11,21,1.0,2.0,1.5,3,28,True,4.93,4.64537,-74.06814
31185600,18,21,2.0,2.0,2.0,5,79,False,4.71,4.64646,-74.07106
36352816,0,21,1.0,1.0,1.0,2,37,False,4.8,4.71634,-74.03048
37838587,9,20,1.0,1.0,1.0,2,24,False,4.78,4.69264,-74.04249
37941743,13,21,1.0,1.0,1.0,2,40,True,4.95,4.64739,-74.05527
42835598,0,20,1.0,1.0,1.0,2,7,True,4.43,4.64583,-74.06803
40111850,13,21,1.0,3.0,1.0,3,26,True,4.92,4.60519,-74.07028
32733533,5,21,1.0,2.0,1.0,2,13,False,4.92,4.60401,-74.07127
27908454,11,21,1.0,1.0,1.0,4,76,True,4.83,4.69576,-74.06445
33376515,11,21,1.0,1.0,1.0,3,45,True,4.98,4.59525,-74.07046
28416250,8,21,1.0,1.0,1.0,2,72,True,4.92,4.64719,-74.05702
40277017,0,21,1.0,2.0,1.0,2,12,True,4.83,4.66532,-74.12069
28666020,0,21,1.0,2.0,1.0,3,79,True,4.87,4.71882,-74.05893
18462088,8,21,1.0,2.0,1.0,5,37,False,4.78,4.72258,-74.0419
30536387,8,21,1.0,2.0,1.0,2,1,False,,4.72776,-74.05203
38584727,7,21,1.0,2.0,1.0,3,53,True,4.87,4.63191,-74.0943
17435481,11,20,1.0,2.0,1.0,4,122,False,4.75,4.65495,-74.10167
39246739,0,21,2.0,4.0,1.0,6,11,True,4.82,4.63965,-74.07528
38908089,12,20,1.0,1.0,1.0,2,7,True,5.0,4.70053,-74.07836
35286407,13,21,1.0,2.0,1.0,3,10,False,4.8,4.7288,-74.03956
15008948,0,20,3.0,2.0,1.0,4,39,True,4.67,4.59746,-74.06903
30087888,15,21,2.0,3.0,2.0,5,54,True,4.91,4.74168,-74.06027
13314825,10,22,1.0,1.0,1.0,3,174,False,4.7,4.63893,-74.06125
42809314,7,20,1.0,1.0,1.0,1,0,False,,4.63276,-74.06836
39246739,0,21,2.0,4.0,1.0,6,11,True,4.82,4.63965,-74.07528
26670055,13,21,2.0,2.0,2.0,3,4,False,4.5,4.63079,-74.06564
35286407,13,21,1.0,2.0,1.0,3,10,False,4.8,4.7288,-74.03956
40403613,0,21,1.0,2.0,1.0,2,13,True,4.62,4.66344,-74.11864
18462088,8,21,1.0,2.0,1.0,5,37,False,4.78,4.72258,-74.0419
4041048,12,20,1.0,1.0,1.0,3,115,True,4.83,4.69179,-74.06138
38908089,12,20,1.0,1.0,1.0,2,7,True,5.0,4.70053,-74.07836
42232448,0,20,1.0,0.0,1.0,2,3,True,5.0,4.64473,-74.06766
7437219,5,20,1.0,1.0,1.0,2,32,False,4.84,4.69969,-74.07539
33099813,20,21,1.0,0.0,1.0,2,9,True,4.78,4.6401,-74.0587
43497444,8,20,0.0,2.0,1.0,4,2,False,,4.63121,-74.06597
18359339,16,21,1.0,1.0,1.5,3,33,True,4.73,4.63872,-74.06337
44517438,8,20,1.0,3.0,1.0,6,0,False,,4.64105,-74.07177
27436285,0,20,1.0,0.0,1.0,2,19,False,4.63,4.70887,-74.07743
6677605,16,21,1.0,1.0,2.0,2,29,False,4.52,4.62992,-74.06293
20755812,8,21,2.0,3.0,2.0,4,234,False,4.69,4.66457,-74.11671
40403613,0,21,1.0,2.0,1.0,2,13,True,4.62,4.66344,-74.11864
29979129,0,21,1.0,1.0,1.0,2,30,True,4.93,4.68901,-74.03356
42809344,7,22,1.0,1.0,1.0,2,0,False,,4.63233,-74.06835
38295423,0,20,1.0,1.0,1.0,2,3,True,5.0,4.64144,-74.07062
23087960,8,21,2.0,2.0,2.0,4,7,True,4.86,4.68727,-74.07093
22393646,8,21,1.0,1.0,1.0,3,3,False,4.67,4.65088,-74.06909
19226892,11,20,2.0,3.0,2.0,5,32,False,4.63,4.64628,-74.06248
30799102,16,21,2.0,2.0,1.0,3,14,False,4.79,4.72366,-74.03144
20361402,17,21,1.0,1.0,1.0,5,68,True,4.88,4.67327,-74.06563
26568385,15,20,2.0,3.0,1.0,4,23,True,4.87,4.65216,-74.07535
37962314,0,22,1.0,1.0,1.0,2,47,True,4.89,4.59366,-74.0716
30196741,5,21,1.0,3.0,1.5,6,7,False,4.43,4.6211,-74.14777
40471791,8,21,1.0,2.0,1.0,1,15,False,4.36,4.63088,-74.06581
42273177,0,20,1.0,,1.0,2,3,True,4.67,4.64454,-74.06779
17643170,0,21,1.0,2.0,1.0,8,145,True,4.85,4.6282,-74.06759
31860760,6,21,1.0,1.0,1.0,3,24,False,4.63,4.64681,-74.06184
30459667,9,20,0.0,1.0,1.0,3,20,False,4.7,4.64675,-74.05743
26100538,9,21,1.0,2.0,1.0,3,8,False,5.0,4.60729,-74.06953
24332881,5,20,1.0,1.0,1.0,3,129,False,4.81,4.59552,-74.07066
32473900,9,21,1.0,1.0,1.5,2,5,False,4.8,4.69285,-74.09482
31861555,6,20,1.0,1.0,1.0,3,28,False,4.36,4.64899,-74.06186
33296361,7,21,0.0,2.0,1.0,4,3,False,5.0,4.59305,-74.09775
39553245,0,22,2.0,2.0,2.0,6,6,True,5.0,4.68669,-74.07435
34399299,9,21,2.0,3.0,1.0,4,42,True,4.93,4.62287,-74.07232
33558995,15,20,2.0,3.0,1.0,4,14,True,4.64,4.65162,-74.07413
23434632,8,21,1.0,0.0,1.0,3,1,False,,4.65386,-74.06778
13513203,12,20,3.0,9.0,2.0,5,41,True,4.85,4.75405,-74.06128
32443797,9,21,1.0,1.0,1.5,2,4,False,5.0,4.6897,-74.10422
29492658,11,21,2.0,3.0,1.0,4,20,True,4.85,4.71349,-74.05464
15002820,6,21,0.0,1.0,1.0,2,2,True,,4.67224,-74.11954
23227549,15,20,2.0,2.0,2.0,4,23,False,4.87,4.75184,-74.09898
13046639,0,21,0.0,1.0,1.0,2,57,False,4.41,4.63103,-74.09575
34475099,7,21,2.0,2.0,1.5,3,48,True,4.83,4.63833,-74.07064
36303099,0,20,1.0,1.0,1.0,2,25,True,4.8,4.64066,-74.06987
26269528,5,20,1.0,1.0,1.0,2,74,False,4.68,4.59604,-74.07144
22267758,9,21,1.0,1.0,1.0,4,55,True,4.93,4.6612,-74.07576
4795119,30,22,4.0,9.0,2.0,14,38,False,4.64,4.71509,-74.03555
30731935,0,21,1.0,1.0,1.0,2,51,True,4.94,4.5958,-74.0707
14826431,0,21,1.0,2.0,1.0,3,98,True,4.93,4.60119,-74.07158
44235663,19,21,3.0,3.0,2.0,5,1,False,,4.75005,-74.05439
34895971,0,21,1.0,1.0,1.0,2,3,True,5.0,4.59542,-74.07072
41750461,12,21,1.0,2.0,1.0,3,7,False,4.71,4.66382,-74.05694
21376797,19,21,2.0,4.0,2.0,6,14,True,4.86,4.64542,-74.08614
38241510,13,20,1.0,2.0,1.5,3,12,False,4.25,4.62727,-74.08121
37460012,0,22,1.0,2.0,1.0,2,20,True,4.9,4.60139,-74.07053
15565052,17,20,0.0,1.0,1.0,2,25,True,4.83,4.59366,-74.06989
40379252,5,20,1.0,2.0,1.0,3,23,True,4.83,4.67096,-74.1125
17771083,25,22,2.0,2.0,2.0,4,23,True,4.96,4.64634,-74.15618
26455130,8,20,1.0,4.0,2.0,4,34,False,4.71,4.64005,-74.13899
34231853,10,21,1.0,1.0,1.0,2,8,False,4.38,4.76215,-74.03949
25947838,15,20,2.0,2.0,2.0,4,19,False,4.74,4.71902,-74.127
4250868,13,21,1.0,2.0,1.5,2,53,True,4.79,4.69108,-74.06178
42273785,0,20,1.0,1.0,1.5,2,1,True,,4.64433,-74.06751
17862921,0,20,0.0,2.0,1.0,4,38,True,4.79,4.61117,-74.07116
33494772,8,20,1.0,2.0,1.0,3,14,False,4.86,4.72493,-74.07284
27102922,0,21,1.0,1.0,1.0,1,1,False,,4.73158,-74.05296
25554557,11,20,1.0,1.0,1.0,2,9,True,5.0,4.67427,-74.08634
8328707,0,22,0.0,1.0,1.0,2,11,False,4.82,4.63726,-74.06105
36302402,0,22,1.0,1.0,1.0,2,10,True,4.9,4.64069,-74.07184
43743747,0,21,1.0,1.0,1.5,2,0,False,,4.63074,-74.07287
23227549,15,20,2.0,2.0,2.0,4,23,False,4.87,4.75184,-74.09898
42609902,13,21,2.0,3.0,1.0,4,4,False,4.75,4.62523,-74.13798
43775800,0,20,0.0,0.0,1.0,3,0,False,,4.6666,-74.06131
33296361,7,21,0.0,2.0,1.0,4,3,False,5.0,4.59305,-74.09775
8328707,0,22,0.0,1.0,1.0,2,11,False,4.82,4.63726,-74.06105
26455130,8,20,1.0,4.0,2.0,4,34,False,4.71,4.64005,-74.13899
34895971,0,21,1.0,1.0,1.0,2,3,True,5.0,4.59542,-74.07072
40696460,0,21,1.0,2.0,1.0,4,2,False,,4.63342,-74.08708
30377731,5,21,1.0,3.0,1.0,6,3,False,4.67,4.62224,-74.14673
33558995,15,20,2.0,3.0,1.0,4,14,True,4.64,4.65162,-74.07413
32633349,0,22,1.0,1.0,1.0,2,11,True,4.82,4.59544,-74.0727
43959756,0,20,2.0,3.0,1.0,6,0,False,,4.69578,-74.11444
28470833,12,21,3.0,3.0,2.0,4,16,False,5.0,4.65891,-74.12079
40872796,0,20,1.0,2.0,1.0,2,6,False,4.83,4.64793,-74.07423
22267758,9,21,1.0,1.0,1.0,4,55,True,4.93,4.6612,-74.07576
17042315,0,21,0.0,1.0,1.0,2,14,True,4.71,4.59482,-74.07182
40236009,5,20,2.0,3.0,1.0,4,2,True,,4.67293,-74.10646
35236896,0,21,3.0,3.0,1.0,6,1,True,,4.60422,-74.10622
41634666,15,20,2.0,2.0,1.0,3,5,False,5.0,4.60979,-74.09076
33291642,8,20,2.0,3.0,2.0,4,16,True,4.75,4.60008,-74.06673
34860191,8,20,2.0,3.0,1.0,4,9,True,4.89,4.59352,-74.13469
40872796,0,20,1.0,2.0,1.0,2,6,False,4.83,4.64793,-74.07423
34250576,8,21,2.0,3.0,1.0,4,15,False,4.6,4.6761,-74.10911
39415360,100,20,15.0,16.0,18.0,16,0,False,,4.69629,-74.03507
27285697,15,21,3.0,5.0,2.0,6,57,False,4.59,4.6238,-74.10846
33291642,8,20,2.0,3.0,2.0,4,16,True,4.75,4.60008,-74.06673
31882647,0,20,2.0,2.0,2.0,4,13,False,4.67,4.67249,-74.07603
43960272,0,22,1.0,2.0,1.0,4,0,False,,4.69418,-74.11427
34895971,0,21,1.0,1.0,1.0,2,3,True,5.0,4.59542,-74.07072
17284020,20,22,2.0,3.0,1.0,5,3,False,4.33,4.71901,-74.03782
33296361,7,21,0.0,2.0,1.0,4,3,False,5.0,4.59305,-74.09775
17862922,0,20,1.0,2.0,1.0,4,18,True,4.67,4.61436,-74.07112
9236460,14,21,2.0,3.0,1.0,5,55,True,4.76,4.63315,-74.09424
11438121,5,22,1.0,2.0,1.0,2,43,False,4.67,4.66165,-74.06213
42413124,0,22,1.0,3.0,1.0,4,0,False,,4.62171,-74.07838
38295238,0,20,1.0,1.0,1.0,2,10,True,4.8,4.64006,-74.06993
41537699,0,22,1.0,3.0,1.5,3,1,False,,4.72695,-74.03494
36302100,0,20,1.0,1.0,1.0,2,6,True,4.83,4.6397,-74.07153
38266503,13,21,2.0,3.0,1.0,4,4,True,5.0,4.68608,-74.10298
36424885,10,20,2.0,4.0,1.0,4,5,False,4.8,4.69906,-74.09983
36424885,10,20,2.0,4.0,1.0,4,5,False,4.8,4.69906,-74.09983
36302100,0,20,1.0,1.0,1.0,2,6,True,4.83,4.6397,-74.07153
39151745,0,20,3.0,2.0,2.0,3,9,True,5.0,4.74564,-74.08331
42816588,0,21,1.0,1.0,1.0,2,0,False,,4.62488,-74.0829
32633349,0,22,1.0,1.0,1.0,2,11,True,4.82,4.59544,-74.0727
23638528,30,22,1.0,2.0,1.0,4,44,True,4.95,4.64079,-74.05982
14069288,0,20,1.0,3.0,1.0,3,9,False,5.0,4.6403,-74.06361
33457419,12,21,1.0,1.0,1.0,4,3,False,4.67,4.64308,-74.06089
22193554,0,21,3.0,4.0,1.5,4,6,False,4.2,4.73754,-74.07557
33018408,0,21,1.0,2.0,1.0,2,12,False,4.33,4.64386,-74.06329
17042315,0,21,0.0,1.0,1.0,2,14,True,4.71,4.59482,-74.07182
18136013,25,20,2.0,2.0,2.0,4,2,False,,4.64579,-74.15583
36302418,0,20,1.0,1.0,1.0,2,9,True,4.44,4.63932,-74.07163
35236896,0,21,3.0,3.0,1.0,6,1,True,,4.60422,-74.10622
24293389,18,22,2.0,2.0,1.5,4,1,False,,4.72026,-74.03905
20566528,16,21,2.0,2.0,1.0,3,2,False,,4.72185,-74.05677
38510957,0,21,1.0,2.0,1.5,4,7,True,5.0,4.7186,-74.0726
41063333,9,21,1.0,1.0,1.0,3,2,False,,4.74035,-74.02989
27754149,0,22,1.0,2.0,1.0,1,19,True,4.74,4.66687,-74.06757
23381375,11,21,1.0,1.0,1.0,3,2,False,,4.58148,-74.09081
24465591,24,22,2.0,2.0,1.0,5,12,False,4.27,4.74114,-74.03006
38672887,0,20,1.0,1.0,1.0,2,1,True,,4.64152,-74.07074
43690196,11,21,1.0,,1.0,3,0,False,,4.66441,-74.05829
33881164,10,20,1.0,2.0,1.0,2,5,False,5.0,4.64809,-74.07453
6878970,12,21,1.0,2.0,1.0,2,1,False,,4.64291,-74.06224
23638528,30,22,1.0,2.0,1.0,4,44,True,4.95,4.64079,-74.05982
33018408,0,21,1.0,2.0,1.0,2,12,False,4.33,4.64386,-74.06329
17284020,20,22,2.0,3.0,1.0,5,3,False,4.33,4.71901,-74.03782
41712899,0,20,2.0,2.0,1.0,4,1,False,,4.62106,-74.15316
20566528,16,21,2.0,2.0,1.0,3,2,False,,4.72185,-74.05677
14534955,5,22,1.0,1.0,1.0,2,45,False,4.64,4.64917,-74.06739
43715587,0,20,1.0,1.0,1.0,3,0,False,,4.63172,-74.06516
38266503,13,21,2.0,3.0,1.0,4,4,True,5.0,4.68608,-74.10298
27754149,0,22,1.0,2.0,1.0,1,19,True,4.74,4.66687,-74.06757
19228342,19,21,0.0,1.0,1.0,3,25,False,4.75,4.64843,-74.06192
14219624,12,20,3.0,3.0,2.0,5,3,True,5.0,4.75074,-74.06108
33457419,12,21,1.0,1.0,1.0,4,3,False,4.67,4.64308,-74.06089
42473318,5,21,3.0,3.0,2.0,5,0,False,,4.67021,-74.15011
29803673,0,21,1.0,1.0,1.0,2,0,False,,4.59949,-74.06844
42770866,11,21,3.0,3.0,2.0,6,0,False,,4.6689,-74.15198
38626237,5,21,2.0,2.0,1.0,7,0,False,,4.72027,-74.20671
33046721,0,21,2.0,3.0,1.0,5,2,False,,4.62113,-74.15299
42770866,11,21,3.0,3.0,2.0,6,0,False,,4.6689,-74.15198
30086014,0,21,2.0,2.0,3.0,4,0,False,,4.53461,-74.08368
44324452,13,21,3.0,3.0,2.0,5,0,False,,4.65025,-74.14384
41903505,8,20,1.0,,1.0,2,0,False,,4.49213,-74.11543
